Artist,Title,Album,Year,Lyrics,Lyrics Link,pos,neu,neg,opp neg,final score
The National,Friend of Mine,Alligator,2005,"hey, where the hell are you. you don't call me back, john. won't you come here and stay with me. why don't you come here and stay with me. hey, where the hell are you. you don't call me back, john. won't you come here and stay with me. why don't you come here and stay with me. show up here loaded with bells on your toes. i don't care what you're into, i'll put. velvet ropes around you, if that's what you need. why did you listen to that man, that man's a balloon. oh, you gotta get out and get back to me. john, you gotta get out and get back to me. why did you listen to that man, that man's a balloon. oh, you gotta get out and get back to me. take his limousine, you gotta get back to me. i'm getting nervous. na na na na na na na. no sign of a friend of mine. na na na na na na na. red hair and blue eyes. i'm getting nervous. na na na na na na na. no sign of a friend of mine. i was in a train under a river when i remembered what. what i wanted to tell you, man. what i wanted to tell you, man. i got two sets of headphones, i miss you like hell. won't you come here and stay with me. why don't you come here and stay with me. i'm getting nervous. na na na na na na na. no sign of a friend of mine. na na na na na na na. red hair and blue eyes. i'm getting nervous. na na na na na na na. no sign of a friend of mine. na na na na na na na. why did you listen to that man, that man's a balloon. oh, you gotta get out and get back to me. why did you listen to that man, that man's a balloon. john, you gotta get out and get back to me. why did you listen to that man, that man's a balloon. fake a heart attack, you gotta get back to me. why did you listen to that man, that man's a balloon. john, you gotta get out and get back to me",https://genius.com/The-national-friend-of-mine-lyrics,0.038,0.858,0.104,0.896,0.467
The National,Looking for Astronauts,Alligator,2005,"we're out looking for astronauts, looking for astronauts. we're out looking for astronauts, looking for astronauts. it's a little too late, too late, too late for this. isn't it a little too late for this?. little too late, too late for this. isn't it a little too late for this?. you know you have a permanent piece. of my medium-sized american heart. we're out looking for astronauts, looking for astronauts. we're out looking for astronauts, looking for astronauts. are we gone. come on yeah, we know we're gone. bye bye bye. bye bye bye, we know we're gone. take all your reasons and take them away. to the middle of nowhere, and on your way home. throw from your window your record collection. they all run together and never make sense. but that's how we like it, and that's all we want. something to cry for, and something to hunt. are we gone. come on yeah, we know we're gone. bye bye bye. bye bye bye we know we're gone. we're out looking for astronauts, looking for astronauts. we're out looking for astronauts, looking for astronauts. it's a little too late, too late, too late for this. isn't it a little too late for this. little too late, too late for this. isn't it a little too late for this. you know you have a permanent piece. of my medium-sized american heart. so don't wear the watch. when you're out with the cunts. you can break what you have, but the rest of it's mine. take all your reasons and take them away. to the middle of nowhere, and on your way home. throw from your window your record collection. they all run together and never make sense. but that's how we like it, and that's all we want. something to cry for, and something to hunt",https://genius.com/The-national-looking-for-astronauts-lyrics,0.045,0.912,0.043,0.957,0.501
The National,Slow Show,Boxer ,2007,"standing at the punch table, swallowing punch. can't pay attention to the sound of anyone. a little more stupid, a little more scared. every minute, more unprepared. i made a mistake in my life today. everything i love gets lost in the drawers. i want to start over, i want to be winning. way out of sync from the beginning. . i wanna hurry home to you. put on a slow, dumb show for you. and crack you up. so you can put a blue ribbon on my brain. god, i'm very, very frightening. i'll overdo it. . looking for somewhere to stand and stay. i leaned on the wall and the wall leaned away. can i get a minute of not being nervous. and not thinking of my dick?. my leg is sparkles, my leg is pins. i better get my shit together, better gather my shit in. you could drive a car through my head in five minutes. from one side of it to the other. . i wanna hurry home to you. put on a slow, dumb show for you. and crack you up. so you can put a blue ribbon on my brain. god, i'm very, very frightening. i'll overdo it. . you know i dreamed about you. for twenty-nine years before i saw you. you know i dreamed about you. i missed you for, for twenty-nine years. you know i dreamed about you. for twenty-nine years before i saw you. you know i dreamed about you. i missed you for, for twenty-nine years",https://genius.com/The-national-slow-show-lyrics,0.096,0.766,0.138,0.862,0.479
The National,Fake Empire,Boxer ,2008,"stay out super late tonight. picking apples, making pies. put a little something in our lemonade and take it with us. we're half awake in a fake empire. we're half awake in a fake empire. tiptoe through our shiny city. with our diamond slippers on. do our gay ballet on ice, bluebirds on our shoulders. we're half awake in a fake empire. we're half awake in a fake empire. turn the light out, say goodnight. no thinking for a little while. let's not try to figure out everything at once. it's hard to keep track of you falling through the sky. we're half awake in a fake empire. we're half awake in a fake empire",https://genius.com/The-national-fake-empire-lyrics,0.05,0.761,0.189,0.811,0.4305
The National,Mistaken for Strangers,Boxer ,2007,"you have to do it running. but you do everything that they ask you to. cause you don't mind seeing yourself in a picture. as long as you look far away. as long as you look removed. . showered and blue-blazered. fill yourself with quarters. showered and blue-blazered. fill yourself with quarters. . you get mistaken for strangers by your own friends. when you pass them at night. under the silvery, silvery citibank lights. arm in arm in arm and eyes and eyes glazing under. oh, you wouldn't want an angel watching over. surprise, surprise, they wouldn't wanna watch. another un-innocent, elegant fall. into the un-magnificent lives of adults. . make up something to believe in your heart of hearts. so you have something to wear on your sleeve of sleeves. so you swear you just saw a feathery woman. carry a blindfolded man through the trees. . showered and blue-blazered. fill yourself with quarters. showered and blue-blazered. fill yourself with quarters. . you get mistaken for strangers by your own friends. when you pass them at night. under the silvery, silvery citibank lights. arm in arm in arm and eyes and eyes glazing under. oh, you wouldn't want an angel watching over. surprise, surprise, they wouldn't wanna watch. another un-innocent, elegant fall. into the un-magnificent lives of adults. you get mistaken for strangers by your own friends. when you pass them at night. under the silvery, silvery citibank lights. arm in arm in arm and eyes and eyes glazing under. oh, you wouldn't want an angel watching over. surprise, surprise, they wouldn't wanna watch. another un-innocent, elegant fall. into the un-magnificent lives of adults",https://genius.com/The-national-mistaken-for-strangers-lyrics,0.134,0.815,0.051,0.949,0.5415
The National,Apartment Story,Boxer ,2007,"be still for a second while i try and try to pin your flowers on. can you carry my drink i have everything else. i can tie my tie all by myself. i'm getting tied, i'm forgetting why. . oh we're so disarming darling, everything we did believe. is diving diving diving diving off the balcony. . tired and wired we ruin too easy. sleep in our clothes and wait for winter to leave. . hold ourselves together with our arms around the stereo for hours. while it sings to itself or whatever it does. when it sings to itself of its long lost loves. i'm getting tied, i'm forgetting why. . tired and wired we ruin too easy. sleep in our clothes and wait for winter to leave. but i'll be with you behind the couch when they come. on a different day just like this one. . we'll stay inside til somebody finds us. do whatever the tv tells us. stay inside our rosy-minded fuzz for days. we'll stay inside til somebody finds us. do whatever the tv tells us. stay inside our rosy-minded fuzz. so worry not. all things are well. we'll be alright. we have our looks and perfume. stay inside til somebody finds us. do whatever the tv tells us. stay inside our rosy-minded fuzz. so worry not. all things are well. we'll be alright. we have our looks and perfume on",https://genius.com/The-national-apartment-story-lyrics,0.106,0.805,0.089,0.911,0.5085
The National,Gospel,Boxer ,2007,"1 2 3 4. i've got two armfuls of magazines for you. i'll bring them over. so hang your holiday rainbow lights in the garden. hang your holiday rainbow lights in the garden. and i'll, i'll bring a nice icy drink to you. let me come over, i can waste your time, i'm bored. invite me to the war every night of the summer. and we'll play g.i. blood, g.i. blood. we'll stand by the pool, we'll throw out our golden arms. darling, can you tie my string?. killers are calling on me. my angel face is falling. feathers are falling on my feet. darling, can you tie my string?. killers are calling on me. stay near your, stay near your television, set it up outside. and hang your holiday rainbow lights in the garden. hang your holiday rainbow lights in the garden. and i'll, i'll bring a nice icy drink to you. let me come over, i can waste your time, i'm bored. invite me to the war every night of the summer. and we'll play g.i. blood, g.i. blood. we'll stand by the pool, we'll throw out our golden arms. darling, can you tie my string?. killers are calling on me. my angel face is falling. feathers are falling on my feet. my angel face is falling. feathers are falling on my feet. darling, can you tie my string?. killers are calling on me. darling, can you tie my string?. killers are calling on me",https://genius.com/The-national-gospel-lyrics,0.147,0.688,0.164,0.836,0.4915
The National,Brainy,Boxer ,2007,"i've been dragging around from the end of your coat for two weeks. everywhere you go is swirling, everything you say has water under it. you know i keep your fingerprints in a pink folder in the middle of my table. you're the tall kingdom i surround, think i better follow you around. you might need me more than you think you will. come home in the car you love, brainy, brainy, brainy. i've been dragging around from the end of your coat for two weeks. you keep changing your fancy, fancy mind every time i decide to let it go. i was up all night again, boning up and reading the american dictionary. you'll never believe me what i found, think i better follow you around. you might need me more than you think you will. come home in the car you love, brainy, brainy, brainy. you might need me more than you think you will. come home in the car you love, brainy, brainy, brainy",https://genius.com/The-national-brainy-lyrics,0.107,0.893,0,1,0.5535
The National,Start a War,Boxer ,2007,"we expected something, something better than before. we expected something more. do you really think you can just put it in a safe. behind a painting, lock it up and leave?. do you really think you can just put it in a safe. behind a painting, lock it up and leave?. walk away now and you're gonna start a war. whatever went away, i'll get it over now. i'll get money, i'll get funny again. whatever went away, i'll get it over now. i'll get money, i'll get funny again. walk away now and you're gonna start a war. we expected something, something better than before. we expected something more. you were always weird but i never had to hold you. by the edges, like i do now. we were always weird but i never had to hold you. by the edges, like i do now. walk away now and you're gonna start a war. whatever went away, i'll get it over now. i'll get money, i'll get funny again. whatever went away, i'll get it over now. i'll get money, i'll get funny again. walk away now and you're gonna start a war. walk away now and you're gonna start a war",https://genius.com/The-national-start-a-war-lyrics,0.117,0.774,0.109,0.891,0.504
The National,Green Gloves,Boxer ,2007,"falling out of touch with all my. friends are somewhere getting wasted. hope they're staying glued together. i have arms for them. take another sip of them. it floats around and takes me over. like a little drop of ink. in a glass of water. get inside their clothes with my green gloves. watch their videos in their chairs. get inside their beds with my green gloves. get inside their heads, love their loves. cinderella through the room. i glide and swan. cause i'm the best slow dancer. in the universe. falling out of touch with all my. friends are somewhere getting wasted. hope they're staying glued together. i have arms for them. get inside their clothes with my green gloves. watch their videos in their chairs. get inside their beds with my green gloves. get inside their heads, love their loves. now i hardly know them. and i'll take my time. i'll carry them over. and i'll make them mine. get inside their clothes with my green gloves. watch their videos in their chairs. get inside their beds with my green gloves. get inside their heads, love their loves",https://genius.com/The-national-green-gloves-lyrics,0.192,0.756,0.052,0.948,0.57
The National,Ada,Boxer ,2007,"ada, don't talk about reasons why you don't want to talk. about reasons why you don't wanna talk. now that you got everybody you consider sharp. all alone, all together, all together in the dark. leave it all up in the air. leave it all up in the air. leave it all up in the air. ada, put the sounds of your house in a song. try to be speechless for a minute. if you think you're gonna faint, go out in the hallway. let them all have your neck. ada, don't stay in the lake too long. it lives alone and it barely knows you. it'll have a nervous breakdown and fall. into a thousand pieces around you. stand inside an empty tuxedo with grapes in my mouth. waiting for ada. ada, hold onto yourself by the sleeves. i think everything counts a little more than we think. leave it all up in the air. leave it all up in the air. leave it all up in the air. ada, ada, ada, ada. ada, i can hear the sound of your laugh through the wall. ada, don't talk about reasons why you don't want to talk. about reasons why you don't wanna talk. now that you got everybody you consider sharp. all alone, all together, all together in the dark. leave it all up in the air. leave it all up in the air. leave it all up in the air. ada, ada, ada, ada. ada i can hear the sound of your laugh through the wall. ada, ada, ada, ada. ada, i've been hoping you know your way 'round",https://genius.com/The-national-ada-lyrics,0.036,0.88,0.084,0.916,0.476
The National,Squalor Victoria,Boxer ,2007,"underline everything, i'm a professional. in my beloved white shirt. underline everything, i'm a professional. in my beloved white shirt. i'm going down among the saints. raise our heavenly glasses to the heavens. squalor victoria, squalor victoria!. raise our heavenly glasses to the heavens. squalor victoria, squalor victoria!. out of my league, i have birds in my sleeves. and i wanna rush in with the fools. out of my league, i have birds in my sleeves. and i wanna rush in with the fools. raise our heavenly glasses to the heavens. squalor victoria, squalor victoria!. raise our heavenly glasses to the heavens. squalor victoria, squalor victoria!. i'm going down among the saints. 3:30 in the last night for you to save this. you're zoning out, zoning out, zoning out, zoning out. 3:30 in the last night for you to save this. you're zoning out, zoning out, zoning out, zoning out. this isn't working, you, my middlebrow fuck-up",https://genius.com/The-national-squalor-victoria-lyrics,0.222,0.743,0.035,0.965,0.5935
The National,Racing Like a Pro,Boxer ,2007,"you're pink, you're young, you're middle class. they say it doesn't matter. fifteen blue shirts and womanly hands. you're shooting up the ladder. your mind is racing like a pro now. oh my god, it doesn't mean a lot to you. one time you were a glowing young ruffian. oh my god, it was a million years ago. sometimes you get up and bake a cake or something. sometimes you stay in bed. sometimes you go la di da di da di da da. until your eyes roll back into your head. your mind is racing like a pro now. oh my god, it doesn't mean a lot to you. one time you were a glowing young ruffian. oh my god, it was a million years ago. you're dumbstruck baby. you're dumbstruck baby, now you know. you're dumbstruck baby. you're dumbstruck baby, now you know. your mind is racing like a pro now. oh my god, it doesn't mean a lot to you. one time you were a glowing young ruffian. oh my god, it was a million years ago. you're dumbstruck baby. you're dumbstruck baby, now you know. you're dumbstruck baby. you're dumbstruck baby, now you know. you're dumbstruck baby",https://genius.com/The-national-racing-like-a-pro-lyrics,0.097,0.812,0.092,0.908,0.5025
The National,Guest Room,Boxer ,2007,"they're gonna send us to prison for jerks. for having vague ideas of the way to turn each other on again. they're gonna send us to prison for jerks. they'll find us here. here, here in the guest room. where we throw money at each other and cry. oh, my. we miss being ruffians, going wild and bright. in the corners of front yards, getting in and out of cars. we miss being deviants. they'll find us here. here, here in the guest room. where we throw money at each other and cry. oh, my. we can't stay here. we're starting to stay the same. we can't stay here. we can't stay this way. just tie your woman to your wrist. give her the room to tie the other. they'll find us here. here, here in the guest room. where we throw money at each other and cry. oh, my",https://genius.com/The-national-guest-room-lyrics,0.017,0.834,0.148,0.852,0.4345
The National,About Today,Cherry Tree [EP],2004,"today. you were far away. and i. didn't ask you ""why?"". what could i say?. i was far away. you just walked away. and i just watched you. what could i say?. . how close am i. to losing you?. . tonight. you just close your eyes. and i just watch you. slip away. . how close am i. to losing you?. . hey. are you awake?. yeah, i'm right here. well, can i ask you. about today?. . how close am i. to losing you?. how close am i. to losing?",https://genius.com/The-national-about-today-lyrics,0.047,0.827,0.125,0.875,0.461
The National,All the Wine,Cherry Tree [EP],2004,"i'm put together so beautifully. big wet bottle in my fist. big wet rose in my teeth. i'm a perfect piece of ass. like every californian. so tall i take over the street. with high-beams shining up my back. a wingspan unbelievable. i'm a festival. i'm a parade. . and all the wine is all for me. and all the wine is all for me. and all the wine is all for me. . i'm a birthday candle in a circle of black girls. god is on my side. cause i'm the child-bride. i'm so sorry but the motorcade will have to go around me this time. cause god is on my side. and i'm the child-bride. . and all the wine is all for me. and all the wine is all for me. and all the wine is all for me. . i carry the dollhouse safe on my shoulders. through the black city. nightlights are on in the corners. and everyone's sleeping upstairs. all safe and sound, all safe and sound. i won't let the psychos around. all safe and sound. i won't let the psychos around. . i'm in a state. i'm in a state. nothing can touch us my love. i'm in a state. i'm in a state. nothing can touch us my love",https://genius.com/The-national-all-the-wine-lyrics,0.178,0.806,0.016,0.984,0.581
The National,Wasp Nest,Cherry Tree [EP],2004,you're cussing a storm in a cocktail dress. your mother wore when she was young. red sun saint around your neck. a wet martini in a paper cup. you're a wasp nest. you're a wasp nest. your eyes are broken bottles. and i'm afraid to ask. and all your wrath and cutting beauty. you're poison in the pretty glass. you're a wasp nest. you're a wasp nest. you're all humming live wires. under your killing clothes. get over here i wanna. kiss your skinny throat. you're a wasp nest. you're a wasp nest,https://genius.com/The-national-wasp-nest-lyrics,0.101,0.771,0.128,0.872,0.4865
The National,Cherry Tree,Cherry Tree [EP],2004,take us down and all apart. cherry tree. lay us out on the table. you're sharp alright. . but no one is asking to leave it alone. leave it alone. can we?. no one is asking to leave it alone. leave it alone. can we?. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships. . don't look at me. i'm only breathing. don't look at me; i'm indiscreet. don't look at me. i'm only breathing. don't look at me; i'm indiscreet. you're sharp alright. . but no one is asking to leave it alone. leave it alone. can we?. no one is asking to leave it alone. leave it alone. can we?. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships. can we show. a little discipline?. can we show. a little discipline?. can we?. can we?. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips. . can we show. a little discipline?. can we show. a little discipline?. can we?. can we?. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships. loose lips sink ships,https://genius.com/The-national-cherry-tree-lyrics,0.012,0.591,0.396,0.604,0.308
